id_player,player_name,nationality,field_position,position,weight(kg),height(cm),age,id_team,player_image
250194673,Deniz Undav,Germany,Forward,,,,28,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250194673.jpg
250051291,Janis Blaswich,Germany,Goalkeeper,UNKNOWN,,193.0,33,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250051291.jpg
250143693,Pedri,Spain,Midfielder,UNKNOWN,,,21,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250143693.jpg
250128255,Emerson,Brazil,Defender,UNKNOWN,,,25,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128255.jpg
250106148,Nicolas Kühn,Germany,Midfielder,,,,24,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106148.jpg
250118391,Edmond Tapsoba,Burkina Faso,Defender,CENTRE_BACK,,,25,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118391.jpg
250004721,Granit Xhaka,Switzerland,Midfielder,CENTRAL_MIDFIELDER,82.0,185.0,32,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250004721.jpg
250129446,Liam Scales,Republic of Ireland,Defender,UNKNOWN,,,26,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129446.jpg
250107477,Jeff Chabot,Germany,Defender,,,,26,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250107477.jpg
250112690,Denzel Dumfries,Netherlands,Defender,FULL_BACK,,,28,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112690.jpg
250017824,Emre Can,Germany,Defender,DEFENSIVE_MIDFIELDER,82.0,184.0,30,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250017824.jpg
250112803,Ferland Mendy,France,Defender,FULL_BACK,,,29,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112803.jpg
250081207,Donny van de Beek,Netherlands,Midfielder,CENTRAL_MIDFIELDER,,180.0,27,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081207.jpg
250104066,Dominik Szoboszlai,Hungary,Midfielder,CENTRAL_MIDFIELDER,,,24,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104066.jpg
250112969,Artem Bondarenko,Ukraine,Midfielder,CENTRAL_MIDFIELDER,,,24,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112969.jpg
250113993,Matěj Ryneš,Czechia,Defender,CENTRAL_MIDFIELDER,,,23,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113993.jpg
250121965,Éder Militão,Brazil,Defender,FULL_BACK,,,26,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121965.jpg
250080553,Serhou Guirassy,Rep of Guinea,Forward,STRIKER,,,28,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250080553.jpg
250169705,Reo Hatate,Japan,Defender,,,,26,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169705.jpg
250172668,Julián Alvarez,Argentina,Forward,UNKNOWN,,,24,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172668.jpg
250032786,David López,Spain,Defender,CENTRE_BACK,,185.0,35,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250032786.jpg
250023009,Leandro Trossard,Belgium,Midfielder,WINGER,61.0,171.0,29,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250023009.jpg
250027780,Massadio Haïdara,Mali,Defender,UNKNOWN,,,31,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250027780.jpg
250200308,Auston Trusty,USA,Defender,,,,26,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200308.jpg
250112186,Silvère Ganvoula,Congo,Forward,,,,28,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112186.jpg
250127284,Joško Gvardiol,Croatia,Defender,CENTRE_BACK,,,22,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127284.jpg
250164991,João Neves,Portugal,Midfielder,UNKNOWN,,,20,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164991.jpg
250196588,Hugo Magnetti,France,Midfielder,UNKNOWN,,,26,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196588.jpg
250198240,Lamine Camara,Senegal,Midfielder,,,,20,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250198240.jpg
250104075,Lutsharel Geertruida,Netherlands,Defender,CENTRE_BACK,,,24,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104075.jpg
250064274,Breel Embolo,Switzerland,Forward,STRIKER,84.0,185.0,27,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064274.jpg
250041626,Sead Kolašinac,Bosnia and Herzegovina,Defender,FULL_BACK,82.0,183.0,31,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250041626.jpg
250081921,Benjamin Pavard,France,Defender,,,,28,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081921.jpg
250019573,Gernot Trauner,Austria,Defender,CENTRE_BACK,,,32,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250019573.jpg
103335,Axel Witsel,Belgium,Midfielder,DEFENSIVE_MIDFIELDER,73.0,186.0,35,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/103335.jpg
250116951,Yann Bisseck,Germany,Defender,UNKNOWN,,,23,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116951.jpg
250145803,Matheus Nunes,Portugal,Midfielder,UNKNOWN,,,26,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250145803.jpg
250132323,Wilfried Singo,Ivory Coast,Defender,,,,23,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132323.jpg
250043066,Kevin Wimmer,Austria,Defender,CENTRE_BACK,85.0,187.0,31,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250043066.jpg
250063505,José María Giménez,Uruguay,Defender,CENTRE_BACK,76.0,185.0,29,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250063505.jpg
250081553,Teun Koopmeiners,Netherlands,Midfielder,CENTRAL_MIDFIELDER,,,26,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081553.jpg
250083732,Declan Rice,England,Midfielder,,,,25,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250083732.jpg
250148830,Raúl Torrente,Spain,Defender,,,,23,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250148830.jpg
250174149,Isak Hien,Sweden,Defender,UNKNOWN,,,25,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174149.jpg
250126449,Amar Dedić,Bosnia and Herzegovina,Defender,UNKNOWN,,,22,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250126449.jpg
250117410,Tomás Araújo,Portugal,Defender,CENTRE_BACK,,,22,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117410.jpg
250196586,Brendan Chardonnet,France,Defender,UNKNOWN,,,29,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196586.jpg
250124068,Castello Lukeba,France,Defender,UNKNOWN,,,21,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124068.jpg
250160568,Angelo Preciado,Ecuador,Defender,UNKNOWN,,,26,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250160568.jpg
250081721,Iñaki Peña,Spain,Goalkeeper,UNKNOWN,,,25,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081721.jpg
250069832,Gregor Kobel,Switzerland,Goalkeeper,GOALKEEPER,,,26,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250069832.jpg
1907188,Lukas Hradecky,Finland,Goalkeeper,GOALKEEPER,80.0,190.0,34,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1907188.jpg
250101144,Walter Benítez,Argentina,Goalkeeper,UNKNOWN,91.0,191.0,31,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101144.jpg
250066131,Ivan Nevistić,Croatia,Goalkeeper,GOALKEEPER,,,26,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066131.jpg
250078922,Gianluigi Donnarumma,Italy,Goalkeeper,GOALKEEPER,90.0,196.0,25,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250078922.jpg
250102035,Jonathan David,Canada,Forward,ATTACKING_MIDFIELDER,,,24,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250102035.jpg
250081223,Takumi Minamino,Japan,Midfielder,STRIKER,,174.0,29,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250081223.jpg
250115192,Gabriel Gudmundsson,Sweden,Defender,UNKNOWN,,,25,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250115192.jpg
250119677,Ramy Bensebaini,Algeria,Defender,CENTRE_BACK,,,29,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250119677.jpg
250135416,Alejandro Balde,Spain,Defender,UNKNOWN,,,21,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135416.jpg
250103243,Dimitri Lavalée,Belgium,Defender,CENTRE_BACK,,,27,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250103243.jpg
250112974,Yukhym Konoplia,Ukraine,Defender,UNKNOWN,,,25,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112974.jpg
250079677,Denis Zakaria,Switzerland,Midfielder,CENTRAL_MIDFIELDER,76.0,191.0,27,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079677.jpg
250078012,Vangelis Pavlidis,Greece,Forward,STRIKER,,,25,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250078012.jpg
250135339,Petar Sučić,Croatia,Midfielder,UNKNOWN,,,21,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135339.jpg
250076631,Kostas Tsimikas,Greece,Defender,FULL_BACK,77.0,178.0,28,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250076631.jpg
250138382,Jamie Leweling,Germany,Forward,UNKNOWN,,,23,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250138382.jpg
250200313,Jordan Lotomba,Switzerland,Defender,UNKNOWN,,,26,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200313.jpg
250171283,Ardon Jashari,Switzerland,Midfielder,,,,22,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171283.jpg
250129341,Tochi Chukwuani,Denmark,Midfielder,UNKNOWN,,,21,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129341.jpg
250142271,Max Johnston,Scotland,Defender,,,,20,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250142271.jpg
250173126,Ferran Jutglà,Spain,Forward,STRIKER,,,25,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250173126.jpg
250122213,Mauro Júnior,Brazil,Defender,ATTACKING_MIDFIELDER,,,25,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250122213.jpg
250064027,Kyriakos Savvidis,Greece,Midfielder,UNKNOWN,,181.0,29,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064027.jpg
250066886,Ousmane Dembélé,France,Forward,UNKNOWN,67.0,178.0,27,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066886.jpg
250024456,Álvaro Morata,Spain,Forward,STRIKER,85.0,189.0,32,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250024456.jpg
1905153,Ángel Di María,Argentina,Forward,UNKNOWN,75.0,180.0,36,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1905153.jpg
250086037,Rodrigo De Paul,Argentina,Midfielder,UNKNOWN,,,30,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086037.jpg
250096849,Cody Gakpo,Netherlands,Forward,WINGER,,,25,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250096849.jpg
250065301,Aleix García,Spain,Midfielder,UNKNOWN,,185.0,27,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250065301.jpg
250078593,Otar Kiteishvili,Georgia,Midfielder,UNKNOWN,65.0,170.0,28,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250078593.jpg
250139010,Samson Baidoo,Austria,Defender,UNKNOWN,,,20,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139010.jpg
250092517,Julian Ryerson,Norway,Defender,,,,26,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250092517.jpg
1909917,Koke,Spain,Midfielder,CENTRAL_MIDFIELDER,74.0,178.0,32,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/1909917.jpg
250129746,Giovanni Fabbian,Italy,Midfielder,UNKNOWN,,,21,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129746.jpg
250177497,Geovany Quenda,Portugal,Forward,UNKNOWN,,,17,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177497.jpg
250105717,Veljko Birmančević,Serbia,Midfielder,UNKNOWN,,,26,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105717.jpg
250106939,Bukayo Saka,England,Forward,WINGER,,,23,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106939.jpg
250128451,Xavi Simons,Netherlands,Midfielder,UNKNOWN,,,21,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128451.jpg
250086263,Peter Olayinka,Nigeria,Forward,STRIKER,,188.0,28,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086263.jpg
250171184,Michael Olise,France,Midfielder,UNKNOWN,,,22,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171184.jpg
250172673,Nahuel Molina,Argentina,Defender,UNKNOWN,,,26,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172673.jpg
250189052,Hugo Bueno,Spain,Defender,UNKNOWN,,,22,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189052.jpg
250145845,Geny Catamo,Mozambique,Midfielder,UNKNOWN,,,23,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250145845.jpg
250101444,Vitinha,Portugal,Midfielder,UNKNOWN,,,24,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101444.jpg
250024370,Piotr Zieliński,Poland,Midfielder,ATTACKING_MIDFIELDER,64.0,177.0,30,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250024370.jpg
250159544,Antoni Milambo,Netherlands,Midfielder,UNKNOWN,,,19,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250159544.jpg
250187238,Cherif Ndiaye,Senegal,Forward,UNKNOWN,,,28,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187238.jpg
250029535,Pascal Gross,Germany,Midfielder,UNKNOWN,,,33,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250029535.jpg
250024349,Marcel Sabitzer,Austria,Midfielder,ATTACKING_MIDFIELDER,74.0,177.0,30,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250024349.jpg
250089225,Florentino,Portugal,Midfielder,DEFENSIVE_MIDFIELDER,,,25,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089225.jpg
250153402,Jamie Gittens,England,Midfielder,UNKNOWN,,,20,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153402.jpg
250156459,Kyogo Furuhashi,Japan,Midfielder,UNKNOWN,,,29,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156459.jpg
250068733,Aïssa Mandi,Algeria,Defender,CENTRE_BACK,,,33,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250068733.jpg
50327428,Stefan De Vrij,Netherlands,Defender,CENTRE_BACK,,,32,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/50327428.jpg
250127538,Josha Vagnoman,Germany,Defender,UNKNOWN,,,23,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127538.jpg
250171067,Jaouen Hadjam,Algeria,Defender,UNKNOWN,,,21,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171067.jpg
250116904,Weston McKennie,USA,Midfielder,UNKNOWN,,,26,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116904.jpg
250161140,Nicolás Capaldo,Argentina,Midfielder,UNKNOWN,,,26,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161140.jpg
250056566,Ruben Loftus-Cheek,England,Midfielder,CENTRAL_MIDFIELDER,83.0,192.0,28,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250056566.jpg
250101201,Michele Di Gregorio,Italy,Goalkeeper,GOALKEEPER,,,27,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101201.jpg
250091828,Raoul Bellanova,Italy,Defender,FULL_BACK,,,24,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091828.jpg
250174063,Victor  Olatunji,Nigeria,Forward,UNKNOWN,,,25,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174063.jpg
250124169,Lewin Blum,Switzerland,Defender,FULL_BACK,,,23,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124169.jpg
250188223,Carlos Augusto,Brazil,Defender,UNKNOWN,,,25,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188223.jpg
250187221,Thomas Beelen,Netherlands,Defender,,,,23,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187221.jpg
250144858,Yangel Herrera,Venezuela,Midfielder,DEFENSIVE_MIDFIELDER,,,26,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250144858.jpg
250124430,Jamal Musiala,Germany,Midfielder,UNKNOWN,,,21,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124430.jpg
250172907,Federico Gatti,Italy,Defender,UNKNOWN,,,26,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172907.jpg
250156457,Hidemasa Morita,Japan,Midfielder,UNKNOWN,,,29,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156457.jpg
250132730,Ebrima Colley,Gambia,Forward,WINGER,,,24,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132730.jpg
250183519,Mateo Retegui,Italy,Forward,UNKNOWN,,,25,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250183519.jpg
250113103,Conor Gallagher,England,Midfielder,UNKNOWN,,,24,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113103.jpg
250097638,Andreas Skov Olsen,Denmark,Forward,UNKNOWN,,,24,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250097638.jpg
250059115,Bernardo Silva,Portugal,Midfielder,ATTACKING_MIDFIELDER,64.0,173.0,30,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250059115.jpg
250058227,Aleksandr Golovin,Russia,Midfielder,ATTACKING_MIDFIELDER,69.0,180.0,28,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058227.jpg
250147342,Abdallah Sima,Senegal,Forward,STRIKER,,,23,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250147342.jpg
250040521,Lucas Vázquez,Spain,Midfielder,STRIKER,70.0,173.0,33,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040521.jpg
250193541,Takuya Ogiwara,Japan,Defender,,,,24,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250193541.jpg
250156002,Ben White,England,Defender,UNKNOWN,,,27,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156002.jpg
250079279,Nikola Moro,Croatia,Midfielder,DEFENSIVE_MIDFIELDER,73.0,182.0,26,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079279.jpg
250132831,Reinildo,Mozambique,Defender,FULL_BACK,,,30,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132831.jpg
250022829,Hakan Çalhanoğlu,Türkiye,Midfielder,ATTACKING_MIDFIELDER,76.0,176.0,30,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250022829.jpg
250117405,Francisco Conceição,Portugal,Forward,UNKNOWN,,,21,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117405.jpg
250086789,Edimilson Fernandes,Switzerland,Midfielder,UNKNOWN,70.0,190.0,28,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086789.jpg
250112400,Riccardo Orsolini,Italy,Midfielder,WINGER,,,27,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112400.jpg
250135101,Raphael Onyedika,Nigeria,Midfielder,UNKNOWN,,,23,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135101.jpg
250106967,Bryan Gil,Spain,Forward,WINGER,,,23,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106967.jpg
250112224,Felix Nmecha,Germany,Midfielder,,,,24,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112224.jpg
250005335,İlkay Gündoğan,Germany,Midfielder,CENTRAL_MIDFIELDER,80.0,180.0,34,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250005335.jpg
250163400,Antonio Nusa,Norway,Midfielder,UNKNOWN,,,19,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163400.jpg
250141861,Victor Boniface,Nigeria,Forward,,,,23,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250141861.jpg
250189047,Zachary Athekame,Switzerland,Defender,,,,19,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189047.jpg
250164835,Bobby Clark,England,Midfielder,UNKNOWN,,,19,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250164835.jpg
250177722,Andrija Maksimović,Serbia,Forward,,,,17,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177722.jpg
250169685,Ousmane Diomande,Ivory Coast,Defender,UNKNOWN,,,20,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169685.jpg
250132811,Luis Díaz,Colombia,Forward,CENTRAL_MIDFIELDER,,,27,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132811.jpg
250145629,Alexander Bah,Denmark,Defender,FULL_BACK,,,26,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250145629.jpg
250105244,Aurélien Tchouaméni,France,Midfielder,CENTRAL_MIDFIELDER,,,24,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105244.jpg
250121584,Kang-in Lee,Korea Republic,Midfielder,STRIKER,,,23,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121584.jpg
250113373,Bojan Miovski,North Macedonia,Forward,UNKNOWN,,,25,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113373.jpg
250066739,Nicolò Barella,Italy,Midfielder,CENTRAL_MIDFIELDER,,,27,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066739.jpg
250161141,Mamady Diambou,Mali,Midfielder,UNKNOWN,,,21,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161141.jpg
250191448,Ayyoub Bouaddi,France,Midfielder,,,,17,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250191448.jpg
250086315,Ángel Correa,Argentina,Forward,WINGER,70.0,174.0,29,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086315.jpg
250167977,Eliesse Ben Seghir,Morocco,Midfielder,UNKNOWN,,,19,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250167977.jpg
250112842,Greg Taylor,Scotland,Defender,FULL_BACK,,,27,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112842.jpg
250187184,Dorgeles Nene,Mali,Forward,UNKNOWN,,,21,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187184.jpg
250113237,Nicolò Fagioli,Italy,Midfielder,UNKNOWN,,,23,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113237.jpg
250143328,Pedro Gonçalves,Portugal,Midfielder,UNKNOWN,,,26,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250143328.jpg
250101728,Jurriën Timber,Netherlands,Defender,FULL_BACK,,,23,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101728.jpg
250134320,Ismael Saibari,Morocco,Forward,ATTACKING_MIDFIELDER,,,23,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134320.jpg
250058722,Lukáš Haraslín,Slovakia,Midfielder,UNKNOWN,,,28,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058722.jpg
250117705,Charles De Ketelaere,Belgium,Forward,CENTRAL_MIDFIELDER,,,23,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250117705.jpg
250129175,Seedy Jatta,Norway,Forward,UNKNOWN,,,21,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250129175.jpg
250091187,Sandro Kulenović,Croatia,Forward,STRIKER,76.0,188.0,24,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091187.jpg
250079541,Maxime Bernauer,France,Defender,CENTRE_BACK,,,26,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079541.jpg
250063394,Bruno Petković,Croatia,Forward,STRIKER,,,30,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250063394.jpg
250136464,Gonçalo Inácio,Portugal,Defender,CENTRE_BACK,,,23,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250136464.jpg
250127540,Thijs Dallinga,Netherlands,Forward,UNKNOWN,,,24,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127540.jpg
250096716,Ronaël Pierre-Gabriel,France,Defender,CENTRE_BACK,,,26,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250096716.jpg
250103562,Juan Miranda,Spain,Defender,UNKNOWN,,,24,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250103562.jpg
250156235,Albion Rrahmani,Kosovo,Forward,UNKNOWN,,,24,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250156235.jpg
250101097,Caio Henrique,Brazil,Defender,UNKNOWN,,178.0,27,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101097.jpg
250106722,Khephren Thuram,France,Midfielder,DEFENSIVE_MIDFIELDER,,,23,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106722.jpg
74699,Luka Modrić,Croatia,Midfielder,CENTRAL_MIDFIELDER,65.0,174.0,39,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/74699.jpg
250049573,Cristhian Stuani,Uruguay,Forward,UNKNOWN,,,38,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250049573.jpg
250088150,Davide Frattesi,Italy,Midfielder,UNKNOWN,,,25,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088150.jpg
250106649,Gabriel Jesus,Brazil,Forward,STRIKER,,,27,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106649.jpg
250121330,Matheus Reis,Brazil,Defender,UNKNOWN,,,29,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121330.jpg
250104939,Kastriot Imeri,Switzerland,Midfielder,UNKNOWN,,,24,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250104939.jpg
250088104,Arnaut Danjuma,Netherlands,Midfielder,STRIKER,,,27,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250088104.jpg
250128468,António Silva,Portugal,Defender,UNKNOWN,,,21,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128468.jpg
250066747,Manuel Locatelli,Italy,Midfielder,DEFENSIVE_MIDFIELDER,,,26,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250066747.jpg
